system;sector;region;grid
Mylok;Airam;Outer Rim Territories;L-20
Mordal;Illisurevimurasi;Outer Rim Territories;Q-4
Mynock 7 Station;Mayagil;Outer Rim Territories;M-18
Mordis;Lambda;Mid Rim;P-16
Mynos;Dalchon;Outer Rim Territories;R-17
Morellia;Morellian CW*;Wild Space;S-3
Myomar;Deadalis;Expansion Region;J-7
Morgania;Yminis;Outer Rim Territories;S-14
Myrenia;;Core Worlds;L-9
Morishim;Albarrio;Outer Rim Territories;K-5
Myrkr;;Inner Rim;N-7
Morning's Bell;Farlax;Core Worlds;K-10
Mytar;Dufilvian;Mid Rim;Q-15
Moro;Rago;Mid Rim;I-7
Mytaranor;Mytaranor;Mid Rim;P-10
Mytus;;Wild Space;S-3
Narkina;Abrion;Outer Rim Territories;S-15
MZX32905;Kanz;Outer Rim Territories;N-4
Narq;;Colonies;N-11
N'dian;Spadja;Outer Rim Territories;R-6
Narragader;Kibilini;Outer Rim Territories;Q-17
N'ildwab;Tynquay;Outer Rim Territories;Q-4
Narrant;Narrant;Mid Rim;J-17
N'zoth;Farlax;Core Worlds;K-10
Nars;Senex;Mid Rim;L-17
Naalol;Spirva;Mid Rim;L-17
Narth;Mayagil;Outer Rim Territories;N-18
Naator;Var Hagen;Mid Rim;M-16
Narvath;Narvath;Expansion Region;O-14
Naboo;Chommell;Mid Rim;O-17
Natalon;Piryn Shar;Expansion Region;K-16
Nacon;;Deep Core;L-10
Nath Goordi;Tennuutta;Mid Rim;Q-7
Nacronis;Hollan;Mid Rim;M-7
Nathas;Questal;Core Worlds;J-12
Nadaav;;Inner Rim;M-8
Nathema;Chorlian;Outer Rim Territories;S-4
Nadhe;Rolion;Outer Rim Territories;Q-6
Natinati;;Wild Space;S-4
Nadiem;Baxel;Outer Rim Territories;U-11
Nativum;Halla;Mid Rim;R-9
Nadiri;Bormea;Core Worlds;L-9
Nauton;Taldot;Mid Rim;Q-9
Nag Ubdur;Demetras;Outer Rim Territories;P-7
Nazzri;Lantillian;Mid Rim;P-9
Nagoa;;Wild Space;O-3
NCW-781;;Wild Space;H-18
Nahsu Minor;Ktilac Regions;Inner Rim;N-9
Nea Dajanam;Sern;Colonies;L-13
Najan-Rovi;Brema;Outer Rim Territories;M-17
Near Indosa;Gordian Reach;Outer Rim Territories;P-6
Najarka;Rayter;Outer Rim Territories;J-19
Near Pando;;Hutt Space;S-14
Najiba;Arkanis;Outer Rim Territories;R-17
Neary;Calaron;Outer Rim Territories;T-9
Nak Shimor;;Colonies;M-9
Nebula Forso;Meram;Outer Rim Territories;P-4
Nakadia;Tregillis;Expansion Region;M-15
Necr'ygor;Chommell;Mid Rim;O-16
Nakrikal Singularity;Grumani;Outer Rim Territories;N-17
Necropolis;Zuma (Sugai);Outer Rim Territories;H-16
Nal Hutta;;Hutt Space;S-12
Nedij;Samix;Outer Rim Territories;Q-19
Nal Kapok;Taldot;Mid Rim;Q-9
Needan;;Wild Space;I-20
Naldar;Phelleem;Outer Rim Territories;S-7
Neelabi;Kibilini;Outer Rim Territories;Q-17
Nalrith;Rseik;Outer Rim Territories;N-20
Neelanon;Senex;Mid Rim;L-17
Nalyd;Tharin;Outer Rim Territories;S-7
Neelgaimon;Xappyh;Outer Rim Territories;Q-3
Nam Chorios;Meridian;Outer Rim Territories;R-6
Nefitifi;Wazta;Outer Rim Territories;J-18
Nam Priax;Nilgaard;Outer Rim Territories;S-5
Nefri;Ciutric;Outer Rim Territories;N-5
Nam'ta;Atrivis;Outer Rim Territories;L-5
Neijaia;Majoor;Expansion Region;N-15
Namadii;Churnis;Mid Rim;I-6
Neimoidia;Quellor;Colonies;M-10
Nameel;Mytaranor;Mid Rim;Q-10
Neka;Raioballo;Outer Rim Territories;L-4
Namore;;Colonies;L-13
Nela-Ray;Kalamith;Outer Rim Territories;P-5
Namzor;Esuain;Mid Rim;P-7
Nelfrus;Elrood;Outer Rim Territories;M-20
Nanta-Ri;Farlax;Core Worlds;K-10
Nelgenam;Tashtor;Mid Rim;I-16
Nantama;Senex;Mid Rim;L-17
Nella;Tapani;Colonies;L-13
Nanth'ri;Kurost;Mid Rim;Q-12
Nellac Kram;Bon'nyuw-Luq;Outer Rim Territories;N-18
Nantoon;;Colonies;M-13
Nelvaan;Savareen;Outer Rim Territories;Q-16
Nantuker;Hapes Cluster;Inner Rim;O-9
Nelvana Gas Cluster;Iskin;Mid Rim;O-16
Naos;;Wild Space;S-18
Nentan;Glythe;Mid Rim;K-7
Naplousea;Tynquay;Outer Rim Territories;R-4
Nenyezh;Halori;Mid Rim;P-7
Naporar;Chiss Space*;Unknown Regions;F-8
Neoli;;Wild Space;O-20
Naps Fral Cluster;Ferra;Outer Rim Territories;S-16
Neona;Tapani;Colonies;L-13
Nar Bo Sholla;;Hutt Space;R-10
Nephryn;Prackla;Expansion Region;O-8
Nar Chunna;;Hutt Space;S-10
Nepotis;Calaron;Outer Rim Territories;T-9
Nar Haaska;;Hutt Space;T-11
Nepoy;Senex;Mid Rim;L-17
Nar Kaaga;;Hutt Space;S-13
Neral;Corellian;Core Worlds;M-11
Nar Kanji;Suolriep;Outer Rim Territories;S-9
Neree;Suolriep;Outer Rim Territories;S-9
Nar Kreeta;;Hutt Space;S-10
Nerria;Suolriep;Outer Rim Territories;S-9
Nara;;Colonies;L-9
Nerrif;Vilonis;Mid Rim;O-16
Naraka;Phelleem;Outer Rim Territories;S-7
Neshei;Neshei;Expansion Region;J-8
Naran-Shiv;Tacuni;Expansion Region;O-15
Neshtab;Quohag;Inner Rim;K-8
Naratar;Wornal;Mid Rim;K-16
Neskar;Tashtor;Mid Rim;I-16
Narg;Rayter;Outer Rim Territories;J-19
Nessem;Lostar;Expansion Region;M-8
Narigus;Belsmuth;Outer Rim Territories;O-6
Netalych;;Inner Rim;N-14
Netolio;Tapani;Colonies;L-13
Nimgorrhea;Yminis;Outer Rim Territories;S-14
Nettehi;Paataatus Hiveborn*;Unknown Regions;F-9
Nimia;;Hutt Space;S-9
Neutra;Oeiros;Expansion Region;P-10
Ningoth;Karthakk;Outer Rim Territories;Q-16
Neuvia;;Colonies;L-9
Ninn;Corporate Sector;Outer Rim Territories;R-3
Nevarro;Dalicron;Outer Rim Territories;K-20
Ninzam;Ryndellian;Mid Rim;P-17
New Agamar;Sprizen;Outer Rim Territories;N-5
Niorven;Lambda;Mid Rim;P-16
New Alderaan;Ash Worlds;Outer Rim Territories;T-6
Niran;Tunka;Outer Rim Territories;I-18
New Apsolon;Terr'skiar;Mid Rim;P-10
Nirauan;;Wild Space;I-5
New Ator;Arkanis;Outer Rim Territories;R-16
Niraya;;Inner Rim;N-9
New Bakstre;Cassander (Tendrannan);Outer Rim Territories;K-5
Nirellia;Oktos;Mid Rim;Q-11
New Balosar;Arc d'Stot;Expansion Region;K-15
Niro;Circarpous;Expansion Region;O-12
New Bornalex;Belsmuth;Outer Rim Territories;O-6
Nishmar;;Wild Space;G-15
New Brampis;;Inner Rim;M-13
Nishr;Hunnoverrs;Outer Rim Territories;R-17
New Brigia;Farlax;Core Worlds;K-10
Nista;Tapani;Colonies;L-13
New Canistel;Demetras;Outer Rim Territories;P-7
Nithorni;;Colonies;K-8
New Cov;Churba;Mid Rim;P-14
Nivek;Citlik;Expansion Region;O-14
New Cylimba;D'Aelgoth;Mid Rim;L-17
Nixor;Eclorar;Mid Rim;Q-12
New Drev'starn;Thesme;Outer Rim Territories;O-6
Nixus;Parmic;Outer Rim Territories;P-18
New Heurkea;Calamari;Outer Rim Territories;U-6
Nkllon;Alchenaut;Expansion Region;L-16
New Holgha;Ciutric;Outer Rim Territories;N-5
No-ad;Bryx;Mid Rim;R-7
New Holstice;Maldrood;Mid Rim;R-7
Noaxson;Oricho;Outer Rim Territories;M-6
New Javis;Tapani;Colonies;L-13
Nocto;Airam;Outer Rim Territories;L-20
New Parsh;Perinn;Outer Rim Territories;J-4
Noctralis;Ehosiq;Expansion Region;L-8
New Plympto;Corellian;Core Worlds;M-11
Noctu;;Colonies;J-13
New Polokia;;Inner Rim;M-13
Nodgra;Airam;Outer Rim Territories;L-20
New Raithal;Annecy;Expansion Region;P-9
Noe'ha'on;Piryn Shar;Expansion Region;K-16
New Ralltiir;Lantillian;Mid Rim;P-8
Nojic;Nojic;Expansion Region;O-9
New Shella;Tapani;Colonies;L-13
Nolar;;Inner Rim;N-8
New Valis;Bri'ahl;Outer Rim Territories;I-17
Nomaria;Suolriep;Outer Rim Territories;S-8
Nexator;;Inner Rim;O-10
Nomlis;Vilonis;Mid Rim;O-16
Nexer;Prackla;Expansion Region;O-8
Noola;Relgim;Outer Rim Territories;L-5
Nexus Ortai;Hertae;Mid Rim;Q-14
Nooli;Noolian;Mid Rim;Q-13
Nez Peron;D'Astan;Outer Rim Territories;O-5
Noomis Riga;Yminis;Outer Rim Territories;S-14
Nezni;Mayagil;Outer Rim Territories;N-18
Noonar;Noonian;Outer Rim Territories;M-6
Nfolgai;Esstran (Sith Worlds);Outer Rim Territories;R-4
Noopiths, The;Bozhnee;Outer Rim Territories;L-18
Nharqis'l;Veragi;Outer Rim Territories;K-2
Noori;Noori;Expansion Region;O-10
Niamos;Vorzyd;Outer Rim Territories;R-6
Nooroyo;Cadavine;Outer Rim Territories;P-17
Nibiru;Zuma (Kakani);Outer Rim Territories;H-16
Nopachi;;Core Worlds;M-10
Nicandra;Nicandra;Mid Rim;M-7
Nopces;Bormea;Core Worlds;L-9
Nichen;Morshdine;Outer Rim Territories;N-4
Nopsin;;Mid Rim;I-15
Nicht Ka;Esstran (Sith Worlds);Outer Rim Territories;R-5
Noquivzor;;Colonies;K-9
Niele;;Colonies;K-13
Nora;Belshar;Mid Rim;J-7
Nierport;;Colonies;L-8
Norah;;Inner Rim;L-14
Nieuth;Wyloff;Colonies;L-8
Norat;Farlax;Core Worlds;K-10
Nigel;Kira;Expansion Region;N-16
Norclune;;Colonies;L-8
Nightsend;Phelleem;Outer Rim Territories;S-7
Nord;Kanz;Outer Rim Territories;N-4
Nightside;Sertar;Outer Rim Territories;R-5
Nordis Prime;Tashtor;Mid Rim;J-16
Niian;Thaere;Expansion Region;O-14
Nordra;;Inner Rim;N-14
Nijune;Nijune;Outer Rim Territories;N-5
Noremac;Kanz;Outer Rim Territories;N-4
Nilash;Grumani;Outer Rim Territories;M-17
Noris;Chiss Space*;Unknown Regions;F-8
Nilg;Alderath;Mid Rim;L-7
Norisyn;Svivreni;Outer Rim Territories;O-19
Nilgaria;Masla;Mid Rim;J-16
Norkronia;;Core Worlds;K-10
Nim Drovis;Meridian;Outer Rim Territories;R-7
Norne;;Core Worlds;K-10
Nimat;Tharin;Outer Rim Territories;T-8
Norsid;Rseik;Outer Rim Territories;N-19
Nimba;;Wild Space;T-17
Norulac;;Inner Rim;O-9
Nimban;;Hutt Space;S-10
Norval;Calaron;Outer Rim Territories;T-9
Noryath;Nuiri;Outer Rim Territories;Q-6
Obus;;Wild Space;I-4
Noryokon;;Inner Rim;K-8
Ocahont;Alui;Mid Rim;N-17
Nosken;Prefsbelt;Outer Rim Territories;J-6
Ochotl;Airam;Outer Rim Territories;L-20
Notak;Doldur;Mid Rim;P-15
Ocktai;Kriz;Outer Rim Territories;K-19
Nothoiin;Javin (Anoat);Outer Rim Territories;K-18
Ocsin;Corporate Sector;Outer Rim Territories;S-3
Notonia;Illisurevimurasi;Outer Rim Territories;Q-4
Octavia;Nicandra;Mid Rim;M-7
Nouane;Nouane;Inner Rim;N-8
Octero;Portmoak;Outer Rim Territories;P-18
Noult;;Core Worlds;L-12
Odacer-Faustin;Esstran (Sith Worlds);Outer Rim Territories;Q-5
Nova Garon;Rayter;Outer Rim Territories;J-19
Odessen;;Wild Space;G-13
Novar;Lostar;Expansion Region;M-8
Odik;;Deep Core;K-11
Novi;Hapes Cluster;Inner Rim;O-9
Odona;Tolonda;Outer Rim Territories;Q-17
Novka;Manda;Mid Rim;R-14
Odos;Meridian;Outer Rim Territories;R-7
Novoil Cluster;;Colonies;N-12
Odryn;Noonian;Outer Rim Territories;N-7
Novolek Beacon;Tharin (Periphery);Outer Rim Territories;S-8
Odynnia Gavo;Bryx;Mid Rim;R-7
Novor;Tharin (Periphery);Outer Rim Territories;S-8
Oetchi;Bon'nyuw-Luq;Outer Rim Territories;N-17
Nuala;Trans-Gascon;Mid Rim;P-7
Öetrago;Mayagil;Outer Rim Territories;M-18
Nubia;Corellian;Core Worlds;M-11
Off-Canau;;Colonies;N-12
Nuja;Axion;Expansion Region;P-10
Ogden Minor;Maerdocian;Mid Rim;Q-12
Nulan;Hook Nebula;Outer Rim Territories;O-18
Ogem;D'Aelgoth;Mid Rim;L-17
Null;Trans-Vulta;Mid Rim;N-7
Oggustus Nebula;Kira;Expansion Region;N-15
Numatra;;Core Worlds;L-12
Ogoth Tiir;Atravis;Outer Rim Territories;L-19
Numidian Prime;Bright Jewel;Mid Rim;L-7
Ohratuu;Piryn Shar;Expansion Region;K-16
Nummunr;Ash Worlds;Outer Rim Territories;S-7
OHS1782-03;Ash Worlds;Outer Rim Territories;T-7
Nunce;;Core Worlds;L-13
OHS2132-04;Ash Worlds;Outer Rim Territories;T-7
Nuralee;Tyus;Mid Rim;N-16
OHS3842-03;Ash Worlds;Outer Rim Territories;T-7
Nurasenti;Abrion;Outer Rim Territories;S-15
OHS4140-02;Ash Worlds;Outer Rim Territories;T-7
Nuswatta;Cronese Mandate;Outer Rim Territories;S-6
Ojom;;Deep Core;M-11
Nuvar;Dustig;Mid Rim;N-17
Okator;Eucer;Mid Rim;Q-7
Nux;Endocray;Mid Rim;R-14
Oko E;Wazta;Outer Rim Territories;J-18
Nwarcol;Tharin (Periphery);Outer Rim Territories;S-8
Oktaro;Lannik Space;Mid Rim;R-13
Nyara;;Inner Rim;L-8
Oktos Nebula;;Hutt Space;R-12
Nyarikan Nebula;Msst;Mid Rim;P-7
Okyaab;Ojoster;Outer Rim Territories;N-7
Nyasko;Phelleem (Colunda);Outer Rim Territories;S-7
Olabria;Seitia;Outer Rim Territories;J-20
Nyemari;Meridian;Outer Rim Territories;R-6
Olanji;Hapes Cluster;Inner Rim;O-9
Nymalia;Eidoloni;Mid Rim;M-17
Old Barag;Epsi Collective;Expansion Region;M-15
Nyny;Ash Worlds;Outer Rim Territories;T-7
Old Mankoo;Quess;Mid Rim;N-17
Nyonpur;Daimar;Mid Rim;Q-16
Olega;Esuain;Mid Rim;P-7
Nyriaan;Trans-Vulta;Mid Rim;N-7
Oligtaz;;Core Worlds;L-12
Nyssa;Tapani;Colonies;L-13
Oliu;Jubilar;Outer Rim Territories;T-7
Nysza;Dalchon;Outer Rim Territories;R-17
Olkrastrus;Numesira;Mid Rim;Q-9
O'reen;;Unknown Regions;H-13
Omaka;Dalchon;Outer Rim Territories;R-17
Oaka Prime;;Inner Rim;J-8
Omar;;Colonies;K-13
Oanne;Bon'nyuw-Luq;Outer Rim Territories;N-17
Omereth;Albanin;Outer Rim Territories;U-13
Oba Diah;Kessel;Outer Rim Territories;T-10
Omiddelon;Halla;Mid Rim;S-9
Obana;Arkanis;Outer Rim Territories;R-16
Omman;Tion Hegemony;Outer Rim Territories;S-6
Obas;Andirma;Expansion Region;L-15
Omman Minor;Kibilini;Outer Rim Territories;Q-17
Obelia;Tapani;Colonies;L-13
Omonoth;;Inner Rim;M-8
Oben;;Wild Space;J-4
Ompersan;Prefsbelt;Outer Rim Territories;K-5
Obica;Grumani;Outer Rim Territories;M-17
Omphalos;Venaarian;Mid Rim;O-7
Obinipor;Demetras;Outer Rim Territories;P-7
Omwat;Garis;Outer Rim Territories;N-18
Obran Cluster;Videnda;Outer Rim Territories;L-18
Onadax;Minos Cluster;Outer Rim Territories;M-20
Obredaan;Irishi;Mid Rim;K-6
Onatos;Onatos;Mid Rim;R-15
Obroa-skai;;Inner Rim;N-8
Ondara;Lantillian;Mid Rim;P-8
Obsidia;;Unknown Regions;G-7
Onderia;;Inner Rim;M-13
Obulette;Tapani;Colonies;L-13
Onderon;Japrael;Inner Rim;O-9
Obumubo;;Core Worlds;L-13
Ondo;;Colonies;N-12
Ondos;;Core Worlds;K-10
Ord Lithone;;Inner Rim;L-8
Ongary;Ividal;Mid Rim;P-14
Ord Lonesome;Albanin;Outer Rim Territories;T-12
Ongella;;Inner Rim;N-10
Ord Mantell;Bright Jewel;Mid Rim;L-7
Onod;Irnaj;Mid Rim;K-17
Ord Marsax;Belderone;Outer Rim Territories;R-6
Ontotho;Nembus;Outer Rim Territories;P-4
Ord Mynock;Prefsbelt;Outer Rim Territories;K-6
Ookbat;Kastolar;Mid Rim;Q-10
Ord Namurt;Tharin;Outer Rim Territories;S-8
Ool;Chiss Space*;Unknown Regions;E-8
Ord Ortag;;Hutt Space;S-13
Oolex Pulsar;Sumitra;Expansion Region;N-7
Ord Pardron;Dufilvian;Mid Rim;R-15
Oolidi;Hythrope;Expansion Region;M-16
Ord Pentala;;Inner Rim;K-14
Ooloponi;Bes Ber Bikade;Expansion Region;L-15
Ord Radama;Esstran;Outer Rim Territories;Q-5
Oon;Lothal;Outer Rim Territories;U-7
Ord Sabaok;;Core Worlds;J-13
Oon Tien;Kathol;Outer Rim Territories;M-21
Ord Sedra;Clacis;Outer Rim Territories;K-4
Ooo-sek;Daimar;Mid Rim;Q-16
Ord Segra;Dufilvian;Mid Rim;Q-15
Ooo-temiuk;Arkanis;Outer Rim Territories;R-16
Ord Sigatt;Noonian;Outer Rim Territories;N-6
Oor;Cronese Mandate;Outer Rim Territories;S-6
Ord Simres;Brema;Outer Rim Territories;M-17
Oordo;Strabin;Mid Rim;M-7
Ord Tellarom;Suolriep;Outer Rim Territories;S-8
Oorn Tchis;Lahara;Outer Rim Territories;M-5
Ord Tessebok;Irishi;Mid Rim;K-6
Oosalon;Baxel;Outer Rim Territories;U-12
Ord Thabl;Elochar;Mid Rim;R-9
Ootoo Prime;Tungra;Outer Rim Territories;K-18
Ord Thoden;Dynali;Outer Rim Territories;J-4
Ootoola;Morshdine;Outer Rim Territories;O-5
Ord Tiddell;Tennuutta;Mid Rim;Q-7
Oovo;Tharin;Outer Rim Territories;S-8
Ord Torrenze;Sertar;Outer Rim Territories;S-5
Oovri;Tungra;Outer Rim Territories;K-18
Ord Traga;Tragan Cluster;Outer Rim Territories;N-5
Opari;Dustig;Mid Rim;N-16
Ord Trasi;Relgim;Outer Rim Territories;L-4
Opatajji;Alsaka;Core Worlds;L-9
Ord Varee;Belshar;Mid Rim;J-7
Open Sea;Centrality;Outer Rim Territories;U-8
Ord Vaug;Rocantor;Expansion Region;L-15
Ophideraan;;Colonies;K-13
Ord Vaxal;Callia;Inner Rim;N-13
Opiteihr;Var Hagen;Mid Rim;M-16
Ord Wylan;Oktos;Mid Rim;R-12
Opitha Tren;;Mid Rim;J-15
Ord Yndar;Esaga;Mid Rim;Q-11
Oplovis;Oplovis;Outer Rim Territories;M-5
Ord Zat;Jospro;Outer Rim Territories;S-7
Opop Hibbedit;Sevastol;Mid Rim;Q-14
Ord Zeuol;Vilonis;Mid Rim;O-16
OR-Kappa-2722;Lahara;Outer Rim Territories;M-5
Ord Zynthar;Lambda;Mid Rim;P-16
Oracaia;Dantus;Outer Rim Territories;J-6
Ordnandell;Kastolar;Mid Rim;R-10
Oranessan;Grumani;Outer Rim Territories;M-17
Ordo;Mandalore;Outer Rim Territories;O-7
Orax;Subterrel;Outer Rim Territories;L-20
Ordo Eris;Chorlian;Outer Rim Territories;S-4
Orchis;;Inner Rim;N-8
Ordo Moon;Bortele;Mid Rim;R-8
Ord Adinorr;Meridian;Outer Rim Territories;R-7
Ordo Tera;Belasco;Expansion Region;P-11
Ord Antalaha;;Colonies;L-8
Oreenda Fayeet;;Colonies;L-13
Ord Biniir;Relgim;Outer Rim Territories;L-5
Orelon;Hapes Cluster;Inner Rim;O-9
Ord Bueri;Nilgaard;Outer Rim Territories;S-5
Orgri, The;Jubilar;Outer Rim Territories;T-7
Ord Canfre;Cassander;Outer Rim Territories;K-5
Oricho;Oricho;Outer Rim Territories;M-6
Ord Cantrell;Fath;Outer Rim Territories;K-6
Oricon;Corva;Outer Rim Territories;P-3
Ord Celbus;Karthakk;Outer Rim Territories;Q-16
Oridol Cluster;Rolion;Outer Rim Territories;P-7
Ord Cestus;D'Astan;Outer Rim Territories;O-6
Orimanther;Quelii;Outer Rim Territories;O-6
Ord Dalet;Sertar;Outer Rim Territories;R-5
Orinackra;;Wild Space;J-3
Ord Dorlass;Iskin;Mid Rim;O-16
Orinca;Tunka;Outer Rim Territories;I-19
Ord Dycoll;Lannik Wilds;Mid Rim;R-13
Orinda;Irishi;Mid Rim;K-6
Ord Fanthal;Ojoster;Outer Rim Territories;O-7
Oriolanis;Oriolan;Mid Rim;J-16
Ord Gimmel;Ado;Mid Rim;M-17
Orion;Tion Hegemony;Outer Rim Territories;T-6
Ord Grovner;Khuiumin;Outer Rim Territories;O-18
Orish;Brema;Outer Rim Territories;M-17
Ord Gustald;Mytaranor;Mid Rim;Q-9
Oristrom;;Unknown Regions;I-5
Ord Hout;Brema;Outer Rim Territories;M-17
Orixon Nebula;Phelleem;Outer Rim Territories;S-7
Ord Ibanna;Brema;Outer Rim Territories;M-17
Orkellia;Haserian;Mid Rim;Q-15
Ord Ivarn;Hakartha;Expansion Region;L-16
Orko;Videnda;Outer Rim Territories;L-18
Ord Jannak;Kastolar;Mid Rim;R-10
Orleon;Talcene;Mid Rim;Q-8
Ord Janon;Spinward;Outer Rim Territories;N-2
Orma;Brak;Expansion Region;O-14
Ord Klina;Klina;Outer Rim Territories;S-13
Orn Kios;Javin (Yarith);Outer Rim Territories;K-18
Ornfra;Chiss Space*;Unknown Regions;F-8
Oyokal;Chiss Space*;Unknown Regions;E-8
Oro Sankeria;Tharin;Outer Rim Territories;S-7
Oznek;Cademimu;Outer Rim Territories;M-6
Orocco;Ottega;Mid Rim;M-7
Ozri;Far Xandil;Mid Rim;P-16
Orondia;;Hutt Space;S-11
Ozu;Javin (Anoat);Outer Rim Territories;K-18
Orooturoo;Farlax;Core Worlds;K-10
P'frorin;Bheriz;Outer Rim Territories;U-10
Orowat;Myto;Outer Rim Territories;K-4
Pa Tho;;Inner Rim;K-14
Orra;D'Astan;Outer Rim Territories;O-5
Pa'hir'al;Urce Space;Mid Rim;L-7
Orranana;Cadma;Outer Rim Territories;T-8
Paarin Minor;Cademimu;Outer Rim Territories;M-6
Orrik;Dalicron;Outer Rim Territories;K-19
Pabu;Chopani;Outer Rim Territories;L-3
Orroman;;Wild Space;I-14
Pacara;;Mid Rim;J-15
Orron;Corporate Sector;Outer Rim Territories;S-4
Padua;;Core Worlds;M-12
Orryxia;Seswenna;Outer Rim Territories;M-18
Paecia;Quelii;Outer Rim Territories;O-6
Orsis;Haserian;Mid Rim;Q-15
Pagodon;Pelgrin;Outer Rim Territories;R-18
Orthellin;Binarran Cloud;Colonies;M-9
Paig;Drannik;Expansion Region;K-8
Orto;Sluis;Outer Rim Territories;M-19
Paigu;Vorzyd;Outer Rim Territories;R-6
Orto Norwe;Trans-Vulta;Mid Rim;N-7
Paklan;Nuiri;Outer Rim Territories;Q-6
Oru;Veragi;Outer Rim Territories;L-3
Paklarn;Abaar;Mid Rim;K-7
Orvax;Savareen;Outer Rim Territories;R-17
Pako Ramoon;Rayter;Outer Rim Territories;J-19
Osadia;;Core Worlds;K-10
Pakrik;Kanchen;Core Worlds;K-9
Osara;;Inner Rim;K-8
Pakuuni;Pakuuni;Outer Rim Territories;T-6
Oseon;Centrality;Outer Rim Territories;T-8
Pal Goral;Mortex;Outer Rim Territories;R-4
Oshetti;Aparo;Outer Rim Territories;R-3
Palagosal;Arkanis;Outer Rim Territories;R-17
Oshira;Vilonis;Mid Rim;O-16
Palanhi;Fakir;Colonies;K-9
Oshora;Tolonda;Outer Rim Territories;Q-17
Palawa;;Core Worlds;L-10
Osirrag;Elrood;Outer Rim Territories;M-20
Palek;Cyrillian Protectorate;Expansion Region;O-12
Osisis Station;Regani;Inner Rim;M-8
Pallaxides;Ojoster;Outer Rim Territories;N-7
Osk-Trill;;Core Worlds;M-10
Palliduva;;Wild Space;U-12
Oslumpex;Corporate Sector;Outer Rim Territories;S-4
Palmatian;Baronos;Colonies;M-9
Osmani;Senex;Mid Rim;L-18
Pam'ba;;Mid Rim;H-15
Ossel;Bozhnee;Outer Rim Territories;L-18
Pamaradia;;Colonies;L-8
Osseriton;;Unknown Regions;G-9
Pamarthe;Mayagil;Outer Rim Territories;N-18
Ossi;Mezeg;Mid Rim;N-7
Pamina Prime;;Inner Rim;M-8
Ossiathora;Juvex;Mid Rim;L-17
Pammant;Calamari;Outer Rim Territories;U-6
Ossiathora;;Inner Rim;J-8
Pamorjal;Immerian Outback;Expansion Region;N-14
Osskorn;Tyan;Mid Rim;L-6
Panatha;Pacanth Reach;Outer Rim Territories;H-16
Osssorck Nebulae;;Core Worlds;J-12
Pandem Nai;Thrasybule;Outer Rim Territories;P-6
Ossus;Auril;Outer Rim Territories;R-6
Pandori;Sarin;Outer Rim Territories;O-18
Ostega;Grohl;Outer Rim Territories;R-15
Panela;;Core Worlds;M-12
Ostor;Koradin;Outer Rim Territories;I-18
Pangarees, The;Airam;Outer Rim Territories;L-20
Ota;Mytaranor;Mid Rim;Q-10
Panisia;Halthor;Outer Rim Territories;L-6
Otavon;Hollan;Mid Rim;M-7
Panna;Cronese Mandate;Outer Rim Territories;S-6
Oteroa;Corthenia;Mid Rim;K-7
Pansha;;Core Worlds;K-12
Otomok;Prefsbelt;Outer Rim Territories;K-6
Pantolomin;Dolomar;Core Worlds;K-9
Otor's Hub;Ojoster;Outer Rim Territories;N-7
Pantora;Sujimis;Outer Rim Territories;P-19
Otranto;Nembus;Outer Rim Territories;P-4
Pantrosian Eye;Endocray;Mid Rim;R-14
Ottabesk;;Deep Core;M-11
Paonid;;Inner Rim;O-8
Ottethan;Halthor;Outer Rim Territories;M-6
Paqualis;;Inner Rim;L-8
Ottinger;Perinn;Outer Rim Territories;J-4
Paqwepor Major;Paqwepori;Mid Rim;P-15
Otunia;Bosph;Outer Rim Territories;Q-3
Parabaw Station;Jospro;Outer Rim Territories;S-7
Oulanne;;Inner Rim;L-14
Parada;Hadar;Mid Rim;L-17
Outer Mebarius;;Inner Rim;N-10
Paradise;Airam;Outer Rim Territories;M-20
Outland Station;Baxel;Outer Rim Territories;T-12
Paradise Station;Gendius;Mid Rim;J-17
Ova;Quelii;Outer Rim Territories;O-6
Paramatan;Senex;Mid Rim;L-17
Ovanis;Pacanth Reach;Outer Rim Territories;G-16
Parau;Great Agash;Expansion Region;K-15
Ovise;Zuma (Moddell);Outer Rim Territories;H-16
Parcelus Major;Parcelus;Expansion Region;O-12
Ovissi;Manda;Mid Rim;R-14
Parcelus Minor;Parcelus;Expansion Region;O-12
Parcovey Minor;Hune;Mid Rim;Q-12
Pengalan;;Inner Rim;O-8
Parein;Sarin;Outer Rim Territories;O-18
Penhalla;Klina;Outer Rim Territories;S-13
Pargaux;;Core Worlds;K-12
Peppel;Corva;Outer Rim Territories;P-3
Parkella;Elbaran;Mid Rim;J-17
Per Lupelo;;Inner Rim;L-8
Parkis;;Colonies;M-10
Peragus;Xappyh;Outer Rim Territories;Q-4
Parlatal;Javin (Yarith);Outer Rim Territories;K-18
Pergitor;Minos Cluster;Outer Rim Territories;M-20
Parliock;Ariarch;Mid Rim;J-6
Peridon's Folly;Esaga;Mid Rim;Q-11
Parmel;Parmel;Outer Rim Territories;O-18
Perilious;Pelgrin;Outer Rim Territories;R-17
Parmic;Parmic;Outer Rim Territories;P-19
Perilix;;Colonies;L-9
Parnassos;;Unknown Regions;H-6
Perimako Major;Ash Worlds;Outer Rim Territories;S-7
Parozha;Dustig;Mid Rim;M-16
Perin;Trianii Space*;Wild Space;R-3
